ticker,moneydj_url,official_url,moneydj_status,official_status,risk_rank,risk_method,risk_evidence
00400A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00400A.TW,https://www.cathaysite.com.tw/ETF/detail/EEA,ok,ok,RR4,equity_broad_rule,
00401A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00401A.TW,https://am.jpmorgan.com/tw/zh/asset-management/twetf/products/jpmorgan-taiwan-taiwan-equity-high-income-active-etf-TW00000401A1,ok,ok,RR4,equity_broad_rule,
00402A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00402A.TW,https://etf.allianzgi.com.tw/etf-info/E0003,ok,ok,RR4,explicit_override,
00403A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00403A.TW,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=63YTW,ok,ok,RR4,official_nearest_ticker,RR4; RR4; RR4; RR4; RR4
00404A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00404A.TW,https://www.abfunds.com.tw/zh-tw/funds/etf/active/equities/abitl-taiwan-momentum-equity-premium-income-50-active-etf.-.TW00000404A5.html,ok,ok,RR4,official_nearest_ticker,RR4; RR4; RR4; RR4; RR1
00405A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00405A.TW,https://websys.fsit.com.tw/FubonETF/Fund/Profile.aspx?stkId=00405A,ok,ok,RR4,official_nearest_ticker,RR4
00406A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00406A.TW,https://www.ctbcinvestments.com.tw/Etf/00682450/Info,ok,ok,RR4,equity_broad_rule,
00407A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00407A.TW,https://www.kgifund.com.tw/Fund/Detail?fundID=J024,ok,ok,RR4,official_nearest_ticker,RR4; RR4; RR4
00408A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00408A.TW,https://www.fsitc.com.tw/FundDetail.aspx?ID=183#TabLinkdivEditTab9,ok,ok,RR4,explicit_override,RR1; RR5; RR1; RR5; RR4
00409A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00409A.TW,https://www.fhtrust.com.tw/ETF/etf_detail/ETF26,ok,ok,RR4,explicit_override,RR4; RR4; RR4; RR4; RR4
00410A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00410A.TW,https://sitc.sinopac.com/newweb/sitcFund/page.do?stock_id=E5,ok,ok,RR5,explicit_override,RR5; RR1; RR5; RR4; RR1
00411A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00411A.TW,https://www.ezmoney.com.tw/ETF/Fund/Info?fundCode=64YTW,ok,ok,RR4,explicit_override,RR4; RR4; RR4; RR4; RR4
00412A,https://www.moneydj.com/ETF/X/Basic/Basic0004.xdjhtm?etfid=00412A.TW,https://etf.allianzgi.com.tw/etf-info/E0004?tab=1,ok,ok,RR5,equity_concentration_rule,
